Symbol,Name,Sector,Price,PERatio,Price_Earnings,Dividend_Yield,52_Week_Low,52_Week_High,Market_Cap,EBITDA,Price_Sales,PBRatio,ROE,CurrentRatio,debtToEquity,interestcoverageratio,netincome,epsgrowth,longtermdebt,shareholderequity,Flag1,Flag2,Flag3,Flag4,Flag5,Flag6,Flag7,Flag8,Graham_Number,QualityRating
CINF,Cincinnati Financial,Financials,70.34,60.4,27.48,2.918904,81.98,68.24,11916533018,0,2.756679,1.61,3.57,0.55,11.06,0,287000000,-0.7233,818000000,7830000000,1,0,1,0,1,1,0,0,31.55095878,
CTAS,Cintas Corporation,Industrials,149.32,32.14,32.75,1.0344827,169.96,113.79,16676145923,1097295000,2.7614057,7.63,29.01,1.23,94.91,14.84175349,873070000,0.1386,2540000000,3000000000,1,1,1,1,1,0,1,1,74.98237293,
CSCO,Cisco Systems,Information Technology,38.77,16.8,17.87,2.8755577,42.98,30.36,1.99E+11,15447000000,5.484418,7.16,30.27,1.51,73.47,18.98383372,11620000000,130.5,14480000000,33570000000,1,1,1,1,1,0,1,1,53.65498113,
C,Citigroup Inc.,Financials,71.87,11.35,13.48,1.7068943,80.7,56.14,1.93E+11,0,2.1857586,0.69,8.99,1.64,248.71,0,-17890000000,3.245,1.93E+11,1.96E+11,1,1,0,0,0,1,1,0,14.46640937,
CFG,Citizens Financial Group,Financials,42.19,11.09,16.04,1.9625335,48.23,31.51,22008050974,0,3.3917346,0.69,8.38,0.04,86.31,0,1720000000,0.0859,14430000000,20820000000,1,1,0,0,0,1,0,0,15.78039923,
CTXS,Citrix Systems,Information Technology,84.53,28.04,20.37,0,95,73.3346,13199167493,810268000,4.7538714,24.42,74.57,0.72,345.48,10.44510978,575670000,31.7999,749940000,551520000,1,1,1,1,1,0,0,1,105.7936506,
CME,CME Group Inc.,Financials,153.04,36.07,32.15,3.6828613,163,114.8176,54423298745,2851800000,14.881806,2.59,8.12,0,16.98,0,1960000000,-0.5225,3830000000,25920000000,1,0,1,0,1,1,0,0,43.28442272,
CMS,CMS Energy,Utilities,41.77,26.49,21.42,3.3918407,50.85,41.07,11873960824,2099000000,2.4711676,2.96,14.29,0.94,247.68,4.585152838,659000000,0.4207,10680000000,4760000000,1,1,1,0,0,1,0,1,37.76998809,
KO,Coca-Cola Company (The),Consumer Staples,43.1,36.28,22.8,3.3213644,48.615,40.22,1.90E+11,8589000000,6.822138,11.9,39.55,1.05,256.49,12.12669683,6730000000,4.2069,25360000000,16980000000,1,1,1,1,1,0,1,1,78.13257963,
CTSH,Cognizant Technology Solutions,Information Technology,75.16,17.41,22.44,1.0454783,79.28,54.76,45119684067,2946000000,3.9678397,3.21,19.02,3.12,6.52,120.3703704,2100000000,0.4213,736000000,11420000000,1,1,1,1,1,1,1,1,40.25827865,
CL,Colgate-Palmolive,Consumer Staples,68.95,24.82,24.02,2.2801766,77.91,66.26,61616643498,4064000000,4.000737,0,0,1.14,0,22.59067358,2560000000,0.201,6350000000,-102000000,1,1,1,0,1,1,1,1,0,
CMCSA,Comcast Corp.,Consumer Discretionary,38.19,17.49,18.54,1.8929017,44,34.78,1.86E+11,28675000000,2.1797748,2.15,16.73,0.79,156.04,8.480225989,11860000000,-0.47,1.07E+11,71610000000,1,0,1,1,0,1,0,1,29.94782964,
CMA,Comerica Inc.,Financials,89.18,9.95,18.89,1.2823253,98.18,64.04,16274969256,0,4.905472,1.46,15.86,0.14,86.68,0,1230000000,0.722,6460000000,7510000000,1,1,0,1,0,1,0,0,24.91057005,
CAG,Conagra Brands,Consumer Staples,35.49,18.99,18.2,2.3683476,41.68,32.16,14379717835,1281200000,1.8294994,1.9,12.3,1.28,144.59,4.743880898,680300000,-0.2367,10660000000,7380000000,1,0,1,0,0,1,1,1,27.89354764,
CXO,Concho Resources,Energy,140.09,5.77,84.39,0,162.91,106.73,22021882339,2151190000,12.271951,1.1,16.39,1.04,23.19,19.19463087,-2270000000,1.0613,4190000000,18770000000,1,1,0,1,0,1,1,1,45.70177786,
COP,ConocoPhillips,Energy,53.24,11.64,72.93,2.049254,61.315,42.265,65482462410,5328000000,2.0764177,2.22,20.01,1.79,46.86,13.9266055,-6310000000,8.6605,14860000000,31940000000,1,1,0,1,0,1,1,1,60.35605603,
ED,Consolidated Edison,Utilities,74.73,19.65,18.64,3.8001595,89.7,72.63,23335777662,4288000000,2.960244,1.47,8.6,0.62,123.83,4.847374847,1380000000,-0.1071,17500000000,16730000000,1,0,1,0,0,1,0,1,24.82978051,
STZ,Constellation Brands,Consumer Staples,208.73,10.45,30.92,0.9712818,229.5,152.01,41697453163,3033300000,5.145596,2.55,33.36,1.16,108.49,7.486114465,3460000000,0.5251,11760000000,12550000000,1,1,0,1,1,1,1,1,42.11929487,
GLW,Corning Inc.,Information Technology,28.45,24.68,16.45,2.0791416,35.1,26.31,25759280346,2970000000,2.544682,2.07,7.23,2.12,52.19,14.97382199,-1070000000,2.803,5990000000,13790000000,1,1,1,0,0,1,1,1,27.67957279,
COST,Costco Wholesale Corp.,Consumer Staples,178.61,35.7,30.69,1.0917627,199.88,150,80439804508,5679000000,0.61203885,8.5,26.1,1.01,47.52,42.13333333,3700000000,0.1637,5520000000,15240000000,1,1,1,1,1,0,1,1,76.6124174,
COTY,"Coty, Inc",Consumer Staples,19.96,-2.36,24.64,2.860412,21.175,14.24,13101112504,211400000,2.0061796,2.2,-56.33,0.94,167.08,4.222222222,-3770000000,-20.913,7470000000,4590000000,1,0,0,0,0,1,0,1,34.92391731,
CCI,Crown Castle International Corp.,Real Estate,103.81,100.75,21.45,3.862069,114.97,86.93,44183023189,2292600000,10.125291,3.75,5.51,0,138.62,0,671000000,0.3336,16579999999,12030000000,1,1,1,0,0,1,0,0,42.5422584,
CSRA,CSRA Inc.,Information Technology,30.85,0,15.12,1.275917,33.79,27.38,5134501276,543000000,1.3324839,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
CSX,CSX Corp.,Industrials,50.47,18.56,21.94,1.5102888,60.04,45.41,47340511707,5003000000,4.216355,4.05,24.26,1.34,117.46,9.342723005,3310000000,-0.3571,14740000000,12560000000,1,0,1,1,1,1,1,1,44.71333694,
CMI,Cummins Inc.,Industrials,165.73,13.72,16.83,2.5008683,194.18,143.8301,28669230787,2924000000,1.9406168,2.87,29.31,1.54,33.7,0,0,0,0,0,1,0,0,1,0,1,1,0,32.96660811,
CVS,CVS Health,Consumer Staples,70.55,-132.21,12.36,2.6899798,84,66.45,75323141722,11704000000,0.549852,1.46,-1.24,1.03,126.11,5.188461538,-599000000,-1.0881,71440000000,58230000000,1,0,0,0,0,1,1,1,20.15008685,
DHI,D. R. Horton,Consumer Discretionary,44.55,12.64,16.32,1.0801469,53.32,29.3716,17390873686,1691000000,1.1931022,1.94,17.03,4.29,33.92,0,1620000000,0.1202,1490000000,10020000000,1,1,0,1,1,1,1,0,26.69022293,
DHR,Danaher Corp.,Health Care,92.16,39.63,22.87,0.5879265,104.82,78.97,66351150000,4339800000,3.688278,2.56,9.72,1.47,34.52,30.36848793,2650000000,0.0559,9690000000,28210000000,1,1,1,0,1,1,1,1,36.29479301,
DRI,Darden Restaurants,Consumer Discretionary,91.33,21.06,22.72,2.6503997,100.11,71.7,11745595320,997600000,1.5278828,6.18,31.33,0.61,45.82,0,0,0,0,0,1,0,1,1,0,0,0,0,56.20690349,
DVA,DaVita Inc.,Health Care,71.91,79.02,20.55,0,80.71,52.51,13685178000,2252294000,1.1451397,2.31,14.88,1.72,272.78,4.363530073,790080000,-0.7358,8170000000,3700000000,1,0,1,0,0,1,1,1,32.68158885,
DE,Deere & Co.,Industrials,153.66,16.28,23.14,1.4866204,171.96,106.72,52186628646,4053300000,2.3746448,0,28.66,0.69,397.21,5.149659864,3260000000,0.4003,30230000000,11410000000,1,1,1,1,0,1,0,1,0,
DAL,Delta Air Lines Inc.,Industrials,51.23,9.9,10.37,2.2655525,60.79,43.81,38393603535,8348000000,0.91792434,2.48,28.52,0.34,120.75,24.43729904,3940000000,0.2787,14050000000,13690000000,1,1,0,1,1,1,0,1,24.05506184,
XRAY,Dentsply Sirona,Health Care,56.85,-12.87,22.65,0.60034305,68.98,52.535,13390513478,-411100000,4.626262,1.62,-17.23,1.86,32.36,16.27423168,-1010000000,0.3328,1560000000,5120000000,1,1,0,0,0,1,1,1,28.73312548,
DVN,Devon Energy Corp.,Energy,34.94,3.76,23.93,0.6528836,47.25,28.7947,19317380000,3723000000,2.0660408,1.1,8.19,1.99,64.74,-9.964539007,-755000000,2.6133,5790000000,9190000000,1,1,0,0,0,1,1,0,24.33654659,
DLR,Digital Realty Trust Inc,Real Estate,98.96,97.83,16.55,3.5710857,127.23,101.101,21400952517,1260662000,12.434961,2.55,3.28,0,131.43,0,341120000,0.2222,10780000000,9860000000,1,1,1,0,0,1,0,0,30.8148706,
DFS,Discover Financial Services,Financials,72.4,10.82,12.13,1.8269607,81.93,57.5,27433540000,0,2.3610325,1.85,24.7,0.38,257.67,0,2720000000,0.4396,20720000000,11130000000,1,1,0,1,0,1,0,0,22.47023031,
DISCA,Discovery Communications-A,Consumer Discretionary,22.87,37.75,11,0,30.25,15.99,8763756733,2100000000,1.804088,1.56,9.06,1.06,203.26,5.383580081,-681000000,2.3829,15190000000,8390000000,1,1,1,0,0,1,1,1,19.64942747,
DISCK,Discovery Communications-C,Consumer Discretionary,21.58,37.75,10.37,0,29.18,14.99,8320262123,2100000000,1.7147918,1.56,9.06,1.06,203.26,5.383580081,-681000000,2.3829,15190000000,8390000000,1,1,1,0,0,1,1,1,19.07844333,
DISH,Dish Network,Consumer Discretionary,43.77,11.2,16.09,0,66.5,42.48,21032719056,2754331000,1.8521843,1.36,20.28,0.69,176.28,191.2058628,1660000000,-0.2511,13810000000,8600000000,1,0,0,1,0,1,0,1,22.18905135,
DG,Dollar General,Consumer Discretionary,95.1,25.92,21.18,1.0625255,105.82,65.97,26580644874,2457604000,1.5283886,4.65,25.34,1.55,44.64,25.93371383,1590000000,0.0621,2860000000,6420000000,1,1,1,1,1,1,1,1,47.07395777,
DLTR,Dollar Tree,Consumer Discretionary,101.58,-13.79,26.66,0,116.65,65.63,25151198417,2430300000,1.6097589,4.08,-24.81,2.05,75.59,6.567567568,-1590000000,-1.9236,4269999999,5640000000,1,0,0,0,0,1,1,1,49.47108246,
D,Dominion Energy,Utilities,73.31,21.66,20.42,4.5281997,85.3,71.59,47543571860,6428000000,3.7954214,2.42,13.14,0.67,174.94,4.124137931,2550000000,-0.2076,31140000000,20110000000,1,0,1,0,0,1,0,1,33.34469973,
DOV,Dover Corp.,Industrials,96.2,30.02,23.87,1.8815053,109.06,75.51,15566645713,1513291000,1.986176,3.71,16.53,1.37,114.28,9.391463694,591150000,-0.2706,2940000000,2770000000,1,0,1,1,1,1,1,1,44.6379687,
DWDP,DowDuPont,Materials,68.21,0,49.43,2.1529746,77.08,64.01,1.65E+11,5250000000,2.6922395,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
DPS,Dr Pepper Snapple Group,Consumer Staples,116.93,-1.85,26.57,1.9661016,126.65,83.23,21209783858,1507000000,4.2149186,0,0,0,0,0,-6740000000,-2.3402,0,0,1,0,0,0,0,1,0,0,0,
DTE,DTE Energy Co.,Utilities,98.49,20.27,19.12,3.5559585,116.74,96.56,17808073691,2790000000,1.9091922,1.96,11.32,0.73,139.12,5.134168157,1120000000,-0.0233,12130000000,10240000000,1,0,1,0,0,1,0,1,29.03776851,
DUK,Duke Energy,Utilities,74.32,23.84,16.7,4.7849464,91.8,72.93,52078185682,9895000000,2.9348857,1.43,6.19,0.65,132.23,4.555023926,2630000000,-0.1383,51120000000,43820000000,1,0,1,0,0,1,0,1,23.18021786,
DRE,Duke Realty Corp,Real Estate,24.52,33.32,19.77,3.1533308,30.14,24.73,9035293365,529483000,16.077257,2,8.23,0,57.07,0,381690000,0.3803,2610000000,4660000000,1,1,1,0,0,1,0,0,29.82700119,
DXC,DXC Technology,Information Technology,91.92,0,79.93,0.7493755,102.95,67.76,27408621020,1628000000,1.9598055,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
ETFC,E*Trade,Financials,48.48,11.81,22.14,0,56,32.25,13754977266,0,5.689136,1.84,15.59,0,23.99,0,1050000000,0.8056,1410000000,6560000000,1,1,0,1,1,1,0,0,30.2753365,
EMN,Eastman Chemical,Materials,93.57,10.25,12.28,2.2630835,104.08,76.02,14226830813,2152000000,1.4904785,1.76,19.28,1.82,106.29,0,0,0,0,0,1,0,0,1,0,1,1,0,22.05193869,
ETN,Eaton Corporation,Industrials,79.41,18.96,17.08,2.9404557,89.85,69.45,35961772000,4253000000,1.8161736,1.81,12.86,1.47,46.69,14.35424354,2150000000,-0.2645,6770000000,16110000000,1,0,1,0,1,1,1,1,26.37390756,
EBAY,eBay Inc.,Information Technology,41.02,13.67,24.86,0,46.99,31.89,44216696399,2941000000,4.6720185,4.09,35.25,1.6,146.97,8.957055215,-2530000000,3.6993,7690000000,6280000000,1,1,0,1,0,1,1,1,47.83034079,
ECL,Ecolab Inc.,Materials,127.76,38.2,28.08,1.2319711,140.5,119.61,38460272282,2848600000,3.7360687,5.3,18.3,1.27,88.03,10.65304633,1440000000,-0.0481,6300000000,8000000000,1,0,1,1,1,0,1,1,57.86657066,
EIX,Edison Int'l,Utilities,58.07,-55,13.23,4.0542803,83.38,58.76,19447670886,4284000000,2.161095,1.77,-4.13,0.62,147.54,5.626702997,-350000000,-1.7487,14630000000,10460000000,1,0,0,0,0,1,0,1,22.95397024,
EW,Edwards Lifesciences,Health Care,123.78,70.7,32.57,0,138.48,89.2,27447099863,1156700000,7.8283277,10.13,23.69,2.61,18.91,35.02994012,722200000,0.2455,593800000,3140000000,1,1,1,1,1,0,1,1,86.15983548,
EA,Electronic Arts,Information Technology,116.54,31,34.48,0,131.01,81.27,37890226992,1560000000,7.4415817,5.68,20.53,2.82,18.65,25.55555556,1020000000,-0.0088,994000000,5330000000,1,0,1,1,1,0,1,1,66.38180474,
EMR,Emerson Electric Company,Industrials,66.4,20.21,25.74,2.813225,74.45,56.77,44040298425,2542000000,3.6707752,4.96,26.85,1.19,69.49,19.65174129,2330000000,0.0736,4280000000,8230000000,1,1,1,1,1,1,1,1,53.59649242,
ETR,Entergy Corp.,Utilities,72.02,25.52,10.65,4.892126,87.95,69.63,13116894887,880700000,1.5543115,1.84,10,0.5,205.02,4.382554605,-862560000,1.042,15540000000,9060000000,1,1,1,0,0,1,0,1,20.99785703,
EVHC,Envision Healthcare,Health Care,35.34,0,10.91,0,73,23.77,4212729247,827200000,1.227099,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
EOG,EOG Resources,Energy,101.04,12.56,246.44,0.63339007,119,81.99,61164030149,3692749000,8.02302,2.61,19.18,1.36,31.42,33.66659865,-3420000000,0.3207,5170000000,19360000000,1,1,0,1,0,1,1,1,120.3004115,
EQT,EQT Corporation,Energy,46.25,-1.02,53.16,0.2518363,67.84,47.13,12638828950,1518305000,6.4987307,0.44,-21.57,0.84,50.17,11.14559203,-2380000000,-2.0683,4790000000,10960000000,1,0,0,0,0,1,0,1,22.94088054,
EFX,Equifax Inc.,Industrials,114,56.08,19.03,1.3265306,147.02,90.72,14121334618,1141200000,5.6338058,3.61,9.54,1.09,84.8,7.77294686,306300000,-0.4908,2630000000,3110000000,1,0,1,0,0,1,1,1,39.31554082,
EQIX,Equinix,Real Estate,409.98,122.63,23.06,1.8775817,495.345,361.9,33333813618,1687152000,10.639136,3.94,5.19,0,156.98,0,-365360000,0.5116,10880000000,7220000000,1,1,1,0,0,1,0,0,45.21359309,
EQR,Equity Residential,Real Estate,55.26,78.35,17.6,3.5437918,70.455,56.07,20925508143,1710686000,8.593619,2.41,3.92,0,87,0,427400000,-0.0676,7840000000,10170000000,1,0,1,0,0,1,0,0,30.89271759,
ESS,"Essex Property Trust, Inc.",Real Estate,218.28,52.87,18.66,3.2138102,270.04,214.03,14383525286,1237886000,14.1830845,2.58,6.22,0,89.45,0,413600000,-0.1018,5020000000,6270000000,1,0,1,0,0,1,0,0,32.91220138,
EL,Estee Lauder Cos.,Consumer Staples,131.46,41.07,37.78,1.1283498,138.74,81.69,49543264457,2478000000,3.9522583,15.08,39.34,1.57,77.79,19.06832298,1790000000,0.6309,2900000000,4390000000,1,1,1,1,1,0,1,1,113.2199364,
RE,Everest Re Group Ltd.,Financials,241.06,106.3,27.24,2.1078234,277.17,208.81,10131892523,0,2.0991988,1.12,1.26,0.48,8.02,0,102600000,-0.7778,633610000,7900000000,1,0,1,0,0,1,0,0,26.20015267,
ES,Eversource Energy,Utilities,56.11,25,18.22,3.3397784,66.15,55.2,18027633617,2738713000,3.1134193,1.79,9.15,0.56,127.48,6.088586924,1040000000,0.0457,12840000000,11490000000,1,1,1,0,0,1,0,1,27.08893686,
EXC,Exelon Corp.,Utilities,35.98,21.63,14.51,3.8174274,42.67,33.3,34734816899,8548000000,1.3933871,1.42,6.63,1.17,118.74,6.512820513,2080000000,-0.4801,34470000000,30760000000,1,0,1,0,0,1,1,1,21.53124474,
EXPE,Expedia Inc.,Consumer Discretionary,123.03,40.51,30.99,0.92785895,161,115.55,19722178609,1481458000,2.5074897,4.04,9.41,0.64,90.57,9.157894737,398000000,0.0884,3720000000,4099999999,1,1,1,0,0,1,0,1,53.07533325,
EXPD,Expeditors International,Industrials,60.36,21.16,25.26,1.3520038,67.54,51.96,11040678071,721643000,2.190319,5.88,31.08,1.94,0,0,619790000,0.3004,0,1990000000,1,1,1,1,1,0,1,0,57.80915152,
ESRX,Express Scripts,Health Care,73.35,0,10.72,0,83.485,55.8,42449656350,7309300000,0.57588416,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
EXR,Extra Space Storage,Real Estate,77.56,32.84,18.12,3.879632,88.56,71.34,10133547517,717468000,12.204818,4.76,17.4,0,199.34,0,446360000,-0.1336,4600000000,2410000000,1,0,1,1,0,1,0,0,44.05283192,
XOM,Exxon Mobil Corp.,Energy,76.07,14.24,21.37,4.0031195,89.3,76.05,3.26E+11,39052000000,1.7701944,1.51,10.98,0.84,19.71,51.65796345,21420000000,0.054,20540000000,1.92E+11,1,1,1,0,1,1,0,1,26.94523613,
FFIV,F5 Networks,Information Technology,137.25,19.5,21.21,0,149.5,114.63,8744185796,629940000,4.1203604,4.81,28.08,1.37,0,0,427730000,-0.0381,0,1760000000,1,0,1,1,1,1,1,0,47.9108782,
FB,"Facebook, Inc.",Information Technology,171.58,26.56,27.9,0,195.32,132.44,5.23E+11,23624000000,13.241967,4.45,27.9,7.19,0.59,0,22110000000,0.3942,0,84130000000,1,1,1,1,1,1,1,0,52.85345306,
FAST,Fastenal Co,Industrials,52.15,27.45,27.02,2.7798648,57.815,39.79,15311373377,1009600000,3.472977,6.49,34.18,5.3,21.71,90.47619048,751900000,0.3036,497000000,2300000000,1,1,1,1,1,0,1,1,62.81397536,
FRT,Federal Realty Investment Trust,Real Estate,108.11,43.7,18.35,3.5925992,143.79,109.74,8077368506,540767000,12.898601,4.01,9.93,0,147.73,0,236180000,0.0414,2930000000,2350000000,1,1,1,0,0,1,0,0,40.68941816,
FDX,FedEx Corporation,Industrials,239.27,77,19.45,0.7963368,274.66,182.89,67280478816,8062000000,1.0751684,2.27,2.9,1.45,99.01,13.84353741,539000000,-0.8797,16620000000,17760000000,1,0,1,0,0,1,1,1,31.51838749,
FIS,Fidelity National Information Services,Information Technology,92.74,54.35,22.08,1.322724,103.65,77.63,32308459680,2782000000,4.7038417,3.28,8.04,1.19,87.96,10,881000000,-0.3246,8670000000,10220000000,1,0,1,0,0,1,1,1,40.36711533,
FITB,Fifth Third Bancorp,Financials,31.1,9.9,16.9,1.9789734,33.91,23.2,22437653700,0,2.8802848,1.02,13.31,0.07,113.44,0,2170000000,0.0883,11320000000,16250000000,1,1,0,0,0,1,0,0,19.69403463,
FE,FirstEnergy Corp,Utilities,30.64,43.77,11.18,4.673807,35.22,27.93,13706075072,-5067000000,1.2994481,2.85,19.03,0.52,289.25,3.181818182,-1020000000,1.2858,17750000000,6810000000,1,1,1,1,0,1,0,1,26.77531512,
FISV,Fiserv Inc,Information Technology,133.05,39.89,27.32,0,144.2,106.2,26918949723,1911000000,6.518713,12.58,47.25,1.11,259.88,11.00529101,1190000000,-0.0068,5960000000,2290000000,1,0,1,1,0,0,1,1,87.93705704,
FLIR,FLIR Systems,Information Technology,46.46,26.56,25.53,1.2396694,52.88,33.75,6706992926,375267000,5.137961,3.14,15.22,4.09,22.48,26.05387158,282430000,1.6273,421950000,1880000000,1,1,1,1,1,1,1,1,42.46992465,
FLS,Flowserve Corporation,Industrials,40.82,52.83,26.17,1.8291216,51.92,37.51,5427884956,463066000,2.0803037,3.02,7.26,2.2,90.3,7.261176066,125050000,44.064,1410000000,1640000000,1,1,1,0,0,1,1,1,42.16931942,
FLR,Fluor Corp.,Industrials,55.31,10.37,19.9,1.4726508,62.09,37.0351,7978485059,709756000,0.5516402,1.52,7.13,1.53,56.98,9.80781457,292960000,0.1694,1660000000,2960000000,1,1,0,0,0,1,1,1,26.08792824,
FMC,FMC Corporation,Materials,80.87,27.12,32.48,0.785995,98.7,56.53,11273961835,557800000,6.0089035,3.13,22.15,1.35,87.92,9.619686801,-652000000,4.3399,2200000000,3120000000,1,1,1,1,0,1,1,1,47.82681256,
FL,Foot Locker Inc,Consumer Discretionary,45.88,8.55,9.5,2.5827951,77.86,28.42,5819080328,957000000,1.0362948,2.47,21.53,3.28,4.95,83.09090909,541000000,1.0961,124000000,2510000000,1,1,0,1,1,1,1,1,22.97743458,
F,Ford Motor,Consumer Discretionary,10.43,9.8,5.89,6.7843866,13.48,10.19,42414328338,9281000000,0.27054095,0.87,10.38,1.2,429.18,9.241935484,3700000000,-0.5206,1.01E+11,35930000000,1,0,0,0,0,1,1,1,10.73763242,
FTV,Fortive Corp,Industrials,69.14,8.88,25.05,0.39057052,76.68,54.8844,24916503061,1508300000,5.1682673,3.43,17.68,1.45,52.01,14.94845361,918300000,1.7674,2970000000,6600000000,1,1,0,1,1,1,1,1,43.9685541,
FBHS,Fortune Brands Home & Security,Industrials,62.44,24.27,20.27,1.2618296,73.62,55.25,9624169008,814500000,1.8434572,2.45,16.32,1.13,107.15,11.28590604,390000000,-0.1266,1810000000,2180000000,1,0,1,1,1,1,1,1,33.4272905,
BEN,Franklin Resources,Financials,38,11.49,12.67,2.332657,47.65,37.01,21759187973,2711300000,3.399101,1.45,11.96,0,7.55,0,1190000000,0.6926,724400000,9910000000,1,1,0,0,1,1,0,0,20.33122598,
FCX,Freeport-McMoRan Inc.,Materials,17.16,6.49,14.67,1.1198208,20.25,11.05,25853969330,5347000000,1.6538345,1.52,29.4,3.22,113.71,12.10434783,-2910000000,0.486,11120000000,9800000000,1,1,0,1,0,1,1,1,22.39897319,
GPS,Gap Inc.,Consumer Discretionary,31.17,6.29,15.35,2.8203557,35.68,21.02,12684517721,1959000000,1.1289738,2.66,29.95,1.96,35.15,26.16438356,1000000000,0.2061,1250000000,3550000000,1,1,0,1,1,1,1,1,30.31002309,
GRMN,Garmin Ltd.,Consumer Discretionary,61.13,26.37,21.23,3.2339885,64.96,48.5,11840331607,736798000,5.319881,2.86,17.43,2.86,0,0,694080000,-0.0239,0,4160000000,1,0,1,1,1,1,1,0,36.96147318,
IT,Gartner Inc,Information Technology,114.26,120.13,36.86,0,142.16,97.96,10828314389,234935000,4.894499,13.48,13.35,0.6,268.19,4.890870522,122460000,32.705,2120000000,-850760000,1,1,1,0,0,0,0,1,105.7338073,
GD,General Dynamics,Industrials,206.05,16.42,20.71,1.5631542,229.54,181.94,64180390701,4618000000,2.0481362,3.87,28.99,1.23,105.84,13.95721925,3360000000,0.1644,11440000000,11730000000,1,1,1,1,1,1,1,1,42.46555369,
GE,General Electric,Industrials,14.45,-4.23,13.76,3.147541,30.59,14.71,1.32E+11,-206000000,1.0887611,2.13,-43.32,1.31,354.99,3.899209486,-20720000000,-1.5135,97110000000,30980000000,1,0,0,0,0,1,1,1,25.67971962,
GGP,General Growth Properties Inc.,Real Estate,21.62,40.37,13.86,4.005462,25.72,18.83,21018887283,1740540000,17.003777,3,18.21,1.03,96.5,-9.414486204,-259378,1.1218,589673,1550000,1,1,1,1,0,1,1,0,30.58676184,
GIS,General Mills,Consumer Staples,53.99,18.38,17.53,3.5864594,63.73,49.65,31098243069,3107600000,2.0389178,4.51,26.56,0.59,205.4,6.812041683,1790000000,-0.2087,11620000000,7050000000,1,0,1,1,0,1,0,1,42.17649523,
GM,General Motors,Consumer Discretionary,40.75,6.37,6.58,3.5857513,46.76,31.92,61536606173,23541000000,0.5633218,1.21,21.89,0.92,270.07,27.52671756,8080000000,415.1618,73060000000,38860000000,1,1,0,1,0,1,0,1,13.38433786,
GPC,Genuine Parts,Consumer Discretionary,96.31,18.84,21.17,2.7198548,107.75,79.86,14554321748,1201517000,1.212236,4.06,23.62,1.28,91.1,13.63680958,810470000,0.3184,2430000000,3450000000,1,1,1,1,1,1,1,1,43.97589681,
GILD,Gilead Sciences,Health Care,78.22,16.08,8.16,2.754954,89.54,63.759,1.08E+11,17590000000,5.2087464,3.75,26.08,3.38,127.75,9.759259259,5460000000,0.1872,24570000000,21390000000,1,1,1,1,1,1,1,1,26.23928353,
GPN,Global Payments Inc.,Information Technology,100.59,62.2,27.86,0.037622273,113.26,76.47,16920023264,960345000,5.775833,4.08,11.61,1.03,146.08,6.58649768,484670000,-0.0594,5020000000,3990000000,1,0,1,0,0,1,1,1,50.57220581,
GS,Goldman Sachs Group,Financials,246.35,8.89,12.44,1.1668612,273.79,209.62,96978500251,0,2.309415,0.78,12.13,1.27,476.84,0,10460000000,1.7882,2.36E+11,90190000000,1,1,0,0,0,1,1,0,14.77572333,
GT,Goodyear Tire & Rubber,Consumer Discretionary,30.75,5.56,9.92,1.6731402,37.2,28.81,8244568238,2044000000,0.72725976,0.97,14.64,1.24,118.48,6.074766355,708000000,1.1042,5110000000,4860000000,1,1,0,0,0,1,1,1,14.71407489,
GWW,Grainger (W.W.) Inc.,Industrials,258.6,23.42,22.57,1.9700643,298.145,155,14639308205,1279846000,1.3995146,8.21,42.98,2.37,115.56,18.18181818,817000000,0.3721,2089999999,1920000000,1,1,1,1,1,0,1,1,64.56967748,
HAL,Halliburton Co.,Energy,47.41,11.83,38.86,1.4489837,57.86,38.181,43356557470,2910000000,2.1424224,2.43,18.56,2.32,109.82,7.257525084,-1660000000,4.5709,10420000000,9520000000,1,1,0,1,0,1,1,1,46.09414822,
HBI,Hanesbrands Inc,Consumer Discretionary,19.57,9.87,10.04,2.7322404,25.73,18.9,8006268615,926153000,1.6339768,4.54,66.78,1.73,410.25,5.59893158,553080000,8.003,3530000000,970280000,1,1,0,1,0,1,1,1,32.02477166,
HOG,Harley-Davidson,Consumer Discretionary,47.54,11.56,13.7,3.0218647,63.4,44.52,8158949890,1058817000,1.66195,3.07,29.38,1.25,428.38,36.76725633,531450000,0.0574,4890000000,1770000000,1,1,0,1,0,1,1,1,30.76243651,
HRS,Harris Corporation,Information Technology,149.84,0,26.38,1.4922442,160.67,104.16,18140726600,1368000000,2.9516637,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
HIG,Hartford Financial Svc.Gp.,Financials,53.34,13.85,14.34,1.7901897,59.2,46.35,19926305632,0,1.3939538,1.25,11.17,0.37,36.64,0,-1490000000,11.8796,4269999999,13100000000,1,1,0,0,0,1,0,0,20.08264176,
